Time,Call Duration,Cost,Disconnection Reason,Call Status,User Sentiment,Call Successful,End to End Latency
01/15/2026 09:59,1:18,$0.259,agent_hangup,ended,Neutral,Unsuccessful,2796.4
01/15/2026 14:00,0:46,$0.153,user_hangup,ended,Neutral,Successful,2565.6
01/15/2026 10:28,0:51,$0.171,agent_hangup,ended,Neutral,Unsuccessful,2759.4
01/16/2026 06:31,2:12,$0.438,agent_hangup,ended,Neutral,Unsuccessful,2421.1
01/16/2026 10:01,1:13,$0.242,user_hangup,ended,Neutral,Unsuccessful,2766.9
01/16/2026 09:59,0:37,$0.123,agent_hangup,ended,Neutral,Unsuccessful,1865.9
01/16/2026 12:32,1:51,$0.369,user_hangup,ended,Neutral,Successful,2384.7
01/16/2026 17:31,0:37,$0.124,user_hangup,ended,Neutral,Successful,2578.5
01/16/2026 12:24,0:40,$0.133,user_hangup,ended,Neutral,Successful,2090.2
01/17/2026 07:19,1:45,$0.349,agent_hangup,ended,Positive,Successful,3054.7
01/18/2026 10:19,2:06,$0.418,agent_hangup,ended,Neutral,Unsuccessful,2247.8
01/18/2026 10:10,1:33,$0.308,agent_hangup,ended,Neutral,Unsuccessful,2293.3
01/18/2026 16:56,1:51,$0.368,user_hangup,ended,Neutral,Successful,2216.3
01/19/2026 10:01,0:00,$0.000,agent_hangup,not_connected,Neutral,Unsuccessful,2447.4
01/19/2026 08:44,2:21,$0.467,agent_hangup,ended,Positive,Unsuccessful,2782.0
01/19/2026 06:24,1:48,$0.359,agent_hangup,ended,Neutral,Unsuccessful,1997.8
01/19/2026 14:06,1:34,$0.313,agent_hangup,ended,Neutral,Successful,2492.8
01/19/2026 06:27,1:17,$0.254,agent_hangup,ended,Neutral,Successful,2182.0
01/19/2026 09:55,0:54,$0.181,agent_hangup,ended,Neutral,Successful,2771.2
01/19/2026 11:14,0:33,$0.110,agent_hangup,ended,Neutral,Successful,2518.2
01/19/2026 12:06,1:31,$0.301,agent_hangup,ended,Neutral,Unsuccessful,2141.3
01/19/2026 12:25,0:53,$0.175,agent_hangup,ended,Positive,Successful,1683.4
01/20/2026 10:43,1:12,$0.239,agent_hangup,ended,Neutral,Successful,2347.8
01/20/2026 17:28,1:10,$0.234,agent_hangup,ended,Neutral,Successful,3300.4
01/20/2026 10:03,1:44,$0.345,user_hangup,ended,Positive,Unsuccessful,2019.0
01/20/2026 07:51,0:45,$0.150,agent_hangup,ended,Neutral,Unsuccessful,3050.9
01/20/2026 06:40,0:57,$0.189,agent_hangup,ended,Negative,Successful,2462.7
01/20/2026 11:05,1:00,$0.199,agent_hangup,ended,Neutral,Unsuccessful,2141.3
01/20/2026 06:22,1:24,$0.279,user_hangup,ended,Neutral,Successful,2363.2
01/20/2026 12:26,2:26,$0.482,agent_hangup,ended,Neutral,Successful,2895.3
01/20/2026 15:38,2:23,$0.472,agent_hangup,ended,Neutral,Successful,2052.6
01/20/2026 11:20,0:34,$0.115,user_hangup,ended,Neutral,Successful,3224.8
01/20/2026 09:01,1:47,$0.356,agent_hangup,ended,Neutral,Successful,2998.7
01/20/2026 09:52,1:36,$0.319,user_hangup,ended,Positive,Successful,2558.9
01/20/2026 08:38,2:21,$0.466,user_hangup,ended,Negative,Unsuccessful,1956.2
01/21/2026 11:35,2:52,$0.568,user_hangup,ended,Neutral,Successful,2290.6
01/21/2026 13:01,0:29,$0.096,user_hangup,ended,Neutral,Successful,3003.9
01/21/2026 10:32,1:00,$0.199,user_hangup,ended,Positive,Successful,2457.9
01/21/2026 12:29,0:59,$0.197,agent_hangup,ended,Neutral,Successful,1951.3
01/21/2026 08:30,0:04,$0.015,user_hangup,ended,Neutral,Unsuccessful,3163.2
01/21/2026 08:12,0:50,$0.165,agent_hangup,ended,Neutral,Successful,3202.7
01/21/2026 08:39,0:37,$0.125,agent_hangup,ended,Positive,Successful,2116.0
01/21/2026 13:52,0:49,$0.163,agent_hangup,ended,Neutral,Successful,2532.6
01/21/2026 08:49,1:52,$0.370,user_hangup,ended,Neutral,Successful,2845.4
01/21/2026 08:36,2:16,$0.449,user_hangup,ended,Neutral,Unsuccessful,2355.9
01/21/2026 14:50,0:34,$0.113,agent_hangup,ended,Neutral,Unsuccessful,2873.8
01/21/2026 12:21,1:35,$0.316,user_hangup,ended,Negative,Unsuccessful,3130.9
01/21/2026 07:38,2:03,$0.409,user_hangup,ended,Neutral,Unsuccessful,2415.6
01/21/2026 09:17,2:19,$0.461,user_hangup,ended,Neutral,Unsuccessful,2552.3
01/21/2026 13:35,0:56,$0.187,agent_hangup,ended,Neutral,Successful,2710.5
01/22/2026 10:39,1:09,$0.231,agent_hangup,ended,Neutral,Successful,2946.7
01/22/2026 09:41,1:36,$0.320,user_hangup,ended,Neutral,Unsuccessful,2511.1
01/22/2026 13:09,1:09,$0.228,user_hangup,ended,Neutral,Unsuccessful,2530.7
01/22/2026 08:02,1:52,$0.372,agent_hangup,ended,Positive,Successful,2488.0
01/22/2026 03:34,1:32,$0.304,agent_hangup,ended,Neutral,Successful,2012.3
01/22/2026 14:04,1:11,$0.238,agent_hangup,ended,Neutral,Successful,2048.2
01/22/2026 10:44,1:56,$0.383,agent_hangup,ended,Neutral,Successful,2558.2
01/22/2026 09:38,2:47,$0.554,user_hangup,ended,Neutral,Successful,2715.2
01/22/2026 11:20,0:45,$0.152,agent_hangup,ended,Neutral,Successful,2445.8
01/22/2026 11:37,1:02,$0.205,user_hangup,ended,Neutral,Unsuccessful,2616.4
01/22/2026 18:27,1:43,$0.342,agent_hangup,ended,Neutral,Unsuccessful,2628.1
01/22/2026 10:03,1:36,$0.319,agent_hangup,ended,Positive,Successful,2043.3
01/22/2026 11:43,0:52,$0.173,user_hangup,ended,Neutral,Successful,2638.9
01/22/2026 13:31,1:50,$0.363,user_hangup,ended,Neutral,Unsuccessful,1899.9
01/23/2026 10:41,1:46,$0.352,user_hangup,ended,Neutral,Unsuccessful,2841.8
01/23/2026 08:38,1:50,$0.365,agent_hangup,ended,Neutral,Unsuccessful,2221.6
01/23/2026 09:31,1:42,$0.339,agent_hangup,ended,Neutral,Successful,2539.6
01/23/2026 12:30,1:44,$0.345,agent_hangup,ended,Neutral,Successful,2607.8
01/23/2026 09:19,1:42,$0.339,agent_hangup,ended,Neutral,Unsuccessful,2197.8
01/23/2026 11:28,1:53,$0.374,user_hangup,ended,Neutral,Successful,2983.9
01/23/2026 12:31,1:45,$0.348,user_hangup,ended,Neutral,Successful,3466.0
01/23/2026 13:27,1:42,$0.338,user_hangup,ended,Neutral,Successful,2409.0
01/23/2026 09:27,1:57,$0.389,agent_hangup,ended,Neutral,Unsuccessful,2939.3
01/23/2026 08:20,1:26,$0.285,user_hangup,ended,Neutral,Successful,2353.7
01/24/2026 11:25,2:02,$0.405,user_hangup,ended,Neutral,Successful,2491.1
01/24/2026 08:38,2:31,$0.500,user_hangup,ended,Neutral,Unsuccessful,1995.5
01/25/2026 04:04,1:28,$0.292,user_hangup,ended,Neutral,Successful,2298.9
01/26/2026 16:13,2:49,$0.560,agent_hangup,ended,Neutral,Unsuccessful,2443.7
01/26/2026 15:11,1:35,$0.316,agent_hangup,ended,Positive,Successful,2701.6
01/26/2026 15:28,2:18,$0.458,agent_hangup,ended,Neutral,Unsuccessful,2532.6
01/26/2026 08:00,1:28,$0.294,user_hangup,ended,Neutral,Unsuccessful,2842.3
01/26/2026 11:27,2:21,$0.467,user_hangup,ended,Neutral,Unsuccessful,2454.2
01/26/2026 06:04,0:55,$0.184,agent_hangup,ended,Neutral,Successful,2631.4
01/26/2026 08:46,1:22,$0.271,agent_hangup,ended,Neutral,Successful,2939.6
01/27/2026 10:31,1:35,$0.315,user_hangup,ended,Positive,Unsuccessful,2554.4
01/27/2026 12:46,1:22,$0.272,user_hangup,ended,Neutral,Successful,2278.6
01/27/2026 16:54,1:05,$0.216,user_hangup,ended,Neutral,Unsuccessful,2333.1
01/27/2026 15:42,1:28,$0.293,user_hangup,ended,Neutral,Unsuccessful,2909.3
01/27/2026 09:19,2:33,$0.505,user_hangup,ended,Positive,Unsuccessful,2774.1
01/27/2026 14:23,0:01,$0.005,agent_hangup,ended,Neutral,Unsuccessful,1954.1
01/27/2026 06:14,2:05,$0.413,user_hangup,ended,Neutral,Unsuccessful,3139.6
01/27/2026 11:46,1:19,$0.263,agent_hangup,ended,Neutral,Unsuccessful,2929.1
01/27/2026 08:53,2:06,$0.419,agent_hangup,ended,Positive,Unsuccessful,2203.5
01/28/2026 13:00,1:12,$0.238,agent_hangup,ended,Neutral,Successful,2365.8
01/28/2026 06:54,0:45,$0.150,agent_hangup,ended,Neutral,Unsuccessful,2466.6
01/28/2026 06:10,1:40,$0.333,user_hangup,ended,Neutral,Successful,2382.9
01/28/2026 09:45,1:17,$0.256,user_hangup,ended,Positive,Successful,2305.3
01/28/2026 07:37,1:35,$0.316,user_hangup,ended,Neutral,Successful,2718.4
01/28/2026 11:54,0:00,$0.000,agent_hangup,not_connected,Neutral,Unsuccessful,2653.7
01/28/2026 12:31,2:06,$0.416,user_hangup,ended,Neutral,Successful,2827.9
01/29/2026 12:19,0:38,$0.126,agent_hangup,ended,Negative,Successful,2413.5
01/29/2026 10:05,2:40,$0.530,user_hangup,ended,Neutral,Unsuccessful,2247.5
01/29/2026 12:19,1:23,$0.276,user_hangup,ended,Positive,Successful,2601.8
01/29/2026 10:12,0:39,$0.132,user_hangup,ended,Neutral,Successful,2545.1
01/29/2026 09:23,2:04,$0.411,user_hangup,ended,Neutral,Successful,2352.4
01/29/2026 08:32,0:37,$0.125,user_hangup,ended,Neutral,Unsuccessful,2887.9
01/29/2026 06:01,1:13,$0.241,user_hangup,ended,Neutral,Successful,2468.9
01/29/2026 12:23,0:54,$0.178,user_hangup,ended,Neutral,Unsuccessful,2804.4
01/29/2026 06:26,1:11,$0.237,agent_hangup,ended,Neutral,Unsuccessful,2266.7
01/29/2026 10:05,1:26,$0.285,agent_hangup,ended,Positive,Successful,2133.4
01/29/2026 04:12,1:33,$0.307,user_hangup,ended,Neutral,Successful,3027.3
01/29/2026 10:49,1:21,$0.270,user_hangup,ended,Neutral,Unsuccessful,2181.9
01/30/2026 09:20,0:50,$0.168,user_hangup,ended,Neutral,Successful,2823.8
01/30/2026 18:50,1:56,$0.385,user_hangup,ended,Neutral,Unsuccessful,2946.4
01/30/2026 05:30,1:33,$0.309,user_hangup,ended,Neutral,Successful,2244.3
01/30/2026 13:25,2:14,$0.443,user_hangup,ended,Neutral,Successful,2354.6
01/30/2026 07:21,0:00,$0.000,agent_hangup,not_connected,Neutral,Unsuccessful,2273.1
01/30/2026 11:34,1:52,$0.372,user_hangup,ended,Positive,Successful,2204.0
01/30/2026 11:27,1:32,$0.307,agent_hangup,ended,Neutral,Successful,2231.1
01/30/2026 12:27,1:45,$0.348,user_hangup,ended,Neutral,Unsuccessful,2229.1
01/30/2026 09:11,1:33,$0.308,agent_hangup,ended,Neutral,Successful,2490.6
01/30/2026 10:43,0:24,$0.082,agent_hangup,ended,Neutral,Unsuccessful,2076.1
01/31/2026 10:16,1:23,$0.276,user_hangup,ended,Neutral,Successful,3228.5
01/31/2026 12:49,1:06,$0.218,user_hangup,ended,Neutral,Unsuccessful,3533.9
02/01/2026 12:07,1:23,$0.274,user_hangup,ended,Neutral,Successful,1961.8
02/02/2026 09:36,0:54,$0.181,user_hangup,ended,Neutral,Successful,2426.0
02/02/2026 04:03,2:44,$0.544,user_hangup,ended,Neutral,Successful,1657.3
02/02/2026 17:23,1:11,$0.237,agent_hangup,ended,Neutral,Successful,2260.1
02/02/2026 07:26,2:12,$0.437,agent_hangup,ended,Neutral,Unsuccessful,2836.9
02/02/2026 10:30,1:00,$0.200,user_hangup,ended,Neutral,Successful,2573.9
02/02/2026 13:37,1:08,$0.227,user_hangup,ended,Neutral,Successful,1890.8
02/03/2026 13:33,2:21,$0.466,agent_hangup,ended,Neutral,Successful,2495.7
02/03/2026 08:23,0:38,$0.128,user_hangup,ended,Neutral,Successful,3110.1
02/03/2026 13:07,0:35,$0.116,user_hangup,ended,Neutral,Unsuccessful,1974.3
02/03/2026 09:24,1:06,$0.220,user_hangup,ended,Neutral,Successful,2330.1
02/03/2026 11:15,2:23,$0.473,user_hangup,ended,Neutral,Unsuccessful,3030.8
02/03/2026 11:21,1:20,$0.266,agent_hangup,ended,Neutral,Successful,2607.6
02/03/2026 09:03,0:57,$0.190,user_hangup,ended,Negative,Successful,2481.4
02/03/2026 10:51,2:26,$0.483,user_hangup,ended,Positive,Successful,2845.2
02/03/2026 08:21,0:19,$0.064,user_hangup,ended,Neutral,Unsuccessful,2503.3
02/03/2026 13:38,2:03,$0.406,agent_hangup,ended,Neutral,Unsuccessful,1957.5
02/03/2026 12:37,0:19,$0.065,agent_hangup,ended,Negative,Successful,3083.8
02/04/2026 15:02,1:10,$0.234,user_hangup,ended,Positive,Successful,2230.3
02/04/2026 09:04,1:08,$0.227,agent_hangup,ended,Neutral,Successful,2973.8
02/04/2026 10:12,1:06,$0.221,agent_hangup,ended,Neutral,Unsuccessful,2639.8
02/04/2026 07:34,1:49,$0.361,user_hangup,ended,Neutral,Unsuccessful,2425.6
02/05/2026 08:27,1:29,$0.296,user_hangup,ended,Neutral,Successful,1831.8
02/05/2026 08:05,1:01,$0.204,agent_hangup,ended,Neutral,Unsuccessful,2827.1
02/05/2026 11:17,0:37,$0.122,user_hangup,ended,Neutral,Successful,1722.3
02/05/2026 12:54,1:09,$0.229,user_hangup,ended,Neutral,Unsuccessful,2050.7
02/05/2026 10:37,1:47,$0.356,agent_hangup,ended,Positive,Unsuccessful,2610.3
02/05/2026 09:35,2:00,$0.396,user_hangup,ended,Positive,Unsuccessful,2913.7
02/05/2026 13:21,1:50,$0.365,agent_hangup,ended,Neutral,Unsuccessful,2447.9
02/05/2026 15:19,1:11,$0.237,user_hangup,ended,Neutral,Unsuccessful,2510.4
02/05/2026 08:04,1:49,$0.361,user_hangup,ended,Neutral,Unsuccessful,3095.9
02/05/2026 07:14,1:41,$0.334,user_hangup,ended,Neutral,Unsuccessful,2678.5
02/05/2026 11:19,2:22,$0.470,agent_hangup,ended,Negative,Successful,2026.9
02/05/2026 17:52,1:07,$0.224,user_hangup,ended,Neutral,Unsuccessful,2822.2
02/05/2026 11:23,1:54,$0.377,agent_hangup,ended,Neutral,Successful,2111.2
02/06/2026 13:49,0:00,$0.000,user_hangup,not_connected,Neutral,Unsuccessful,1934.5
02/06/2026 10:26,0:18,$0.062,user_hangup,ended,Neutral,Unsuccessful,3233.3
02/06/2026 07:24,1:39,$0.328,user_hangup,ended,Positive,Successful,2573.4
02/06/2026 16:28,1:35,$0.315,user_hangup,ended,Neutral,Unsuccessful,3052.5
02/06/2026 11:22,2:32,$0.502,user_hangup,ended,Neutral,Successful,2351.1
02/06/2026 14:45,0:46,$0.155,user_hangup,ended,Neutral,Successful,2095.4
02/06/2026 10:42,1:30,$0.298,user_hangup,ended,Neutral,Unsuccessful,2702.5
02/07/2026 11:47,2:09,$0.426,user_hangup,ended,Neutral,Successful,2117.8
02/08/2026 13:09,1:03,$0.210,user_hangup,ended,Neutral,Successful,2756.1
02/08/2026 05:04,1:01,$0.204,user_hangup,ended,Neutral,Successful,2015.9
02/08/2026 12:02,2:24,$0.478,user_hangup,ended,Neutral,Successful,2598.9
02/09/2026 08:39,0:59,$0.198,agent_hangup,ended,Neutral,Successful,2457.4
02/09/2026 09:09,0:23,$0.079,agent_hangup,ended,Neutral,Successful,2500.3
02/09/2026 10:26,1:18,$0.259,agent_hangup,ended,Neutral,Unsuccessful,2414.0
02/09/2026 07:31,1:24,$0.280,user_hangup,ended,Neutral,Unsuccessful,2883.5
02/09/2026 09:52,1:20,$0.264,user_hangup,ended,Negative,Unsuccessful,1928.9
02/09/2026 08:26,1:21,$0.268,user_hangup,ended,Neutral,Successful,2411.3
02/09/2026 09:19,2:12,$0.439,user_hangup,ended,Neutral,Unsuccessful,2127.9
02/09/2026 09:46,1:13,$0.243,agent_hangup,ended,Negative,Unsuccessful,2456.8
02/09/2026 15:04,1:16,$0.253,agent_hangup,ended,Neutral,Successful,2293.7
02/09/2026 09:43,2:47,$0.554,agent_hangup,ended,Neutral,Unsuccessful,2771.4
02/10/2026 08:21,1:41,$0.335,user_hangup,ended,Neutral,Unsuccessful,2292.0
02/10/2026 09:19,2:29,$0.494,user_hangup,ended,Neutral,Successful,2606.2
02/10/2026 13:56,1:42,$0.337,agent_hangup,ended,Neutral,Successful,2819.1
02/10/2026 15:10,0:14,$0.049,user_hangup,ended,Neutral,Unsuccessful,2042.3
02/10/2026 09:33,1:09,$0.229,user_hangup,ended,Neutral,Unsuccessful,2495.3
02/10/2026 05:09,1:01,$0.204,agent_hangup,ended,Positive,Successful,2667.8
02/10/2026 11:20,1:52,$0.373,agent_hangup,ended,Neutral,Successful,2993.9
02/10/2026 13:43,2:02,$0.404,agent_hangup,ended,Neutral,Unsuccessful,2598.1
02/10/2026 12:12,0:49,$0.164,user_hangup,ended,Neutral,Successful,2938.7
02/10/2026 11:49,1:10,$0.233,agent_hangup,ended,Neutral,Unsuccessful,2756.9
02/10/2026 13:40,1:27,$0.289,user_hangup,ended,Neutral,Unsuccessful,2286.3
02/10/2026 08:20,1:45,$0.347,user_hangup,ended,Neutral,Unsuccessful,2284.7
02/10/2026 09:11,1:46,$0.350,agent_hangup,ended,Neutral,Successful,2385.1
02/11/2026 07:43,2:40,$0.528,agent_hangup,ended,Neutral,Successful,3828.8
02/11/2026 11:55,0:30,$0.100,agent_hangup,ended,Neutral,Successful,2094.8
02/11/2026 10:23,1:41,$0.334,user_hangup,ended,Positive,Unsuccessful,2767.0
02/11/2026 13:38,2:10,$0.432,agent_hangup,ended,Neutral,Successful,3051.6
02/11/2026 17:32,1:18,$0.260,agent_hangup,ended,Neutral,Unsuccessful,2128.7
02/11/2026 14:40,2:17,$0.455,user_hangup,ended,Neutral,Unsuccessful,2055.6
02/11/2026 11:17,0:46,$0.155,agent_hangup,ended,Positive,Unsuccessful,2188.4
